tour_id,tour_name,canonical_name,canonical_type,year,creator,rank,team,user,bonus,combative,mountain,intermediate_sprint,stage_finish,stage_total,gc_points,young_rider,sprinter,climber,general_total,total
1173,"Giroti Girosé, Lève la roue et puis CHUTE",Giro 2019,Giro,2019,Marino,5,BigBLACKbooty,Alpaga,0,0,2,16,291,309,425,138,35,2,600,909
1173,"Giroti Girosé, Lève la roue et puis CHUTE",Giro 2019,Giro,2019,Marino,6,Moretti Cycling Team,Sandy Chazar,4,10,68,60,191,329,299,94,15,58,466,795
1173,"Giroti Girosé, Lève la roue et puis CHUTE",Giro 2019,Giro,2019,Marino,7,C'est bon chui al,Benny Lee,0,0,8,40,169,217,23,33,12,0,68,285
1151,Les Classiques de l'Individualisme,Classiques 2019,Classiques,2019,Klimax,1,Jupiler Cycling Team,Sandy Chazar,1,0,0,0,435,435,0,0,0,0,0,435
1151,Les Classiques de l'Individualisme,Classiques 2019,Classiques,2019,Klimax,2,Muscatel Muscadji,Marseillais,1,0,0,0,328,328,0,0,0,0,0,328
1151,Les Classiques de l'Individualisme,Classiques 2019,Classiques,2019,Klimax,3,Klituscha,Klimax,1,0,0,0,253,253,0,0,0,0,0,253
1151,Les Classiques de l'Individualisme,Classiques 2019,Classiques,2019,Klimax,4,Los Mariachis Cabrones,Marino,2,0,0,0,163,163,0,0,0,0,0,163
1151,Les Classiques de l'Individualisme,Classiques 2019,Classiques,2019,Klimax,5,God Save the Gouines,PeeJee,2,0,0,0,147,147,0,0,0,0,0,147
1151,Les Classiques de l'Individualisme,Classiques 2019,Classiques,2019,Klimax,6,Harissa,Alpaga,0,0,0,0,116,116,0,0,0,0,0,116
1151,Les Classiques de l'Individualisme,Classiques 2019,Classiques,2019,Klimax,7,CasseLaDémarche,Benny Lee,0,0,0,0,97,97,0,0,0,0,0,97
1134,Cest la reprise,Paris-Nice 2019,Paris-Nice,2019,Klimax,1,Muscatel - Muscadji,Marseillais,4,0,13,8,250,271,291,128,55,29,503,774
1134,Cest la reprise,Paris-Nice 2019,Paris-Nice,2019,Klimax,2,SucePute,Alpaga,1,0,33,37,148,218,278,0,144,82,504,722
1134,Cest la reprise,Paris-Nice 2019,Paris-Nice,2019,Klimax,3,Klituscha,Klimax,4,0,145,54,118,317,178,0,57,125,360,677
1134,Cest la reprise,Paris-Nice 2019,Paris-Nice,2019,Klimax,4,God save the Gouines,PeeJee,3,0,22,21,50,93,228,15,5,39,287,380
1134,Cest la reprise,Paris-Nice 2019,Paris-Nice,2019,Klimax,5,Los Pistoleros Locos,Marino,2,0,18,13,78,109,99,82,45,27,253,362
1134,Cest la reprise,Paris-Nice 2019,Paris-Nice,2019,Klimax,6,AG2R La Chance,Benny Lee,0,0,8,8,113,129,0,25,58,8,91,220
1075,La Vuelta des Grandes Canettes,Vuelta 2018,Vuelta,2018,Klimax,1,"Avec vos shorts de PD, là",PeeJee,4,5,69,30,412,516,656,262,198,74,1190,1706
1075,La Vuelta des Grandes Canettes,Vuelta 2018,Vuelta,2018,Klimax,2,Youssouf,Alpaga,0,15,164,36,430,645,406,141,152,142,841,1486
1075,La Vuelta des Grandes Canettes,Vuelta 2018,Vuelta,2018,Klimax,3,Los tacos pedeleandos,Marino,4,15,255,44,256,570,243,144,40,352,779,1349
1075,La Vuelta des Grandes Canettes,Vuelta 2018,Vuelta,2018,Klimax,4,Muscatel - Muscadi,Marseillais,1,5,52,5,473,535,275,29,166,5,475,1010
1075,La Vuelta des Grandes Canettes,Vuelta 2018,Vuelta,2018,Klimax,5,"¡ Anda tío, no te revuelvas !",Sandy Chazar,0,5,31,3,118,157,229,44,21,16,310,467
1075,La Vuelta des Grandes Canettes,Vuelta 2018,Vuelta,2018,Klimax,6,VariationsGoldberg,Benny Lee,0,0,8,3,69,80,285,22,17,0,324,404
1075,La Vuelta des Grandes Canettes,Vuelta 2018,Vuelta,2018,Klimax,7,DiscoRoti Channel,Klimax,0,5,0,16,107,128,75,2,3,0,80,208
900,Le Tour de Chouffe,Tour de France 2018,Tour de France,2018,Sandy Chazar,1,"Allez mon petit, ne te retourne pas",Sandy Chazar,4,0,91,11,520,622,462,175,86,85,808,1430
900,Le Tour de Chouffe,Tour de France 2018,Tour de France,2018,Sandy Chazar,2,Les Grandes Pédales,JibsEPAULE,4,5,374,19,402,800,118,0,132,255,505,1305
900,Le Tour de Chouffe,Tour de France 2018,Tour de France,2018,Sandy Chazar,3,Ich ich,Benny Lee,2,5,68,69,479,621,234,85,244,59,622,1243
900,Le Tour de Chouffe,Tour de France 2018,Tour de France,2018,Sandy Chazar,4,Fkj,Alpaga,0,0,40,5,419,464,490,0,74,53,617,1081
900,Le Tour de Chouffe,Tour de France 2018,Tour de France,2018,Sandy Chazar,5,La Marinade,Marino,4,10,8,0,324,342,209,0,194,0,403,745
900,Le Tour de Chouffe,Tour de France 2018,Tour de France,2018,Sandy Chazar,6,AP2G Le Mangeur,PeeJee,4,5,8,17,261,291,301,131,5,0,437,728
900,Le Tour de Chouffe,Tour de France 2018,Tour de France,2018,Sandy Chazar,7,Trek - Fais gaffe minot,Marseillais,3,10,48,20,348,426,154,11,4,71,240,666
900,Le Tour de Chouffe,Tour de France 2018,Tour de France,2018,Sandy Chazar,8,DiscoRoti Channel,Klimax,3,0,50,16,350,416,105,31,14,11,161,577
900,Le Tour de Chouffe,Tour de France 2018,Tour de France,2018,Sandy Chazar,9,T-Molly,JoeDills,0,15,10,18,148,191,251,0,1,0,252,443
822,L'Enfer des classiques,Classiques 2018,Classiques,2018,Klimax,1,Respectemonautorité,Alpaga,3,0,0,0,386,386,0,0,0,0,0,386
822,L'Enfer des classiques,Classiques 2018,Classiques,2018,Klimax,2,Guépard-Randonnée,Benny Lee,2,0,0,0,377,377,0,0,0,0,0,377
822,L'Enfer des classiques,Classiques 2018,Classiques,2018,Klimax,3,Tchi mobile,Marseillais,1,0,0,0,288,288,0,0,0,0,0,288
822,L'Enfer des classiques,Classiques 2018,Classiques,2018,Klimax,4,DiscoRoti Channel,Klimax,0,0,0,0,185,185,0,0,0,0,0,185
822,L'Enfer des classiques,Classiques 2018,Classiques,2018,Klimax,5,"Allez mon petit, ne te retourne pas",Sandy Chazar,2,0,0,0,84,84,0,0,0,0,0,84
822,L'Enfer des classiques,Classiques 2018,Classiques,2018,Klimax,6,Les Petites Pédales,PeeJee,0,0,0,0,46,46,0,0,0,0,0,46
806,C'est la reprise,Paris-Nice 2018,Paris-Nice,2018,Klimax,1,"Allez mon petit, ne te retourne pas",Sandy Chazar,4,0,121,29,287,437,251,5,167,120,543,980
806,C'est la reprise,Paris-Nice 2018,Paris-Nice,2018,Klimax,2,DiscoRoti Channel,Klimax,3,0,59,45,134,238,408,106,90,68,672,910
806,C'est la reprise,Paris-Nice 2018,Paris-Nice,2018,Klimax,3,Tchi-Mobile,Marseillais,2,0,58,11,178,247,236,49,45,65,395,642
806,C'est la reprise,Paris-Nice 2018,Paris-Nice,2018,Klimax,4,El Comedor de gatas,PeeJee,1,0,7,18,165,190,61,0,52,21,134,324
806,C'est la reprise,Paris-Nice 2018,Paris-Nice,2018,Klimax,5,Jean-Claude juncker,Alpaga,0,0,5,5,123,133,130,0,30,1,161,294
806,C'est la reprise,Paris-Nice 2018,Paris-Nice,2018,Klimax,6,Freelance Armstrong,Benny Lee,0,0,6,15,70,91,61,26,3,0,90,181
790,Vuelta Gueule 2017,Vuelta 2017,Vuelta,2017,Benny Lee,1,DiscoRoti Channel,Klimax,4,20,123,31,482,656,629,282,147,162,1220,1876
790,Vuelta Gueule 2017,Vuelta 2017,Vuelta,2017,Benny Lee,2,Team Sky-Coca,PeeJee,3,0,80,11,383,473,598,154,112,93,957,1430
790,Vuelta Gueule 2017,Vuelta 2017,Vuelta,2017,Benny Lee,3,Quick-Fuck,Alpaga,2,15,88,75,339,517,336,67,144,15,562,1079
790,Vuelta Gueule 2017,Vuelta 2017,Vuelta,2017,Benny Lee,4,AG2R La Chancla,Benny Lee,1,10,43,62,237,352,397,128,11,0,536,888
790,Vuelta Gueule 2017,Vuelta 2017,Vuelta,2017,Benny Lee,5,Tchi-Mobile,Marseillais,0,5,32,0,216,253,322,38,39,32,431,684
